Datum;Uur;Aantal_check_ins
17-5-2023;5;17.7
17-5-2023;6;94.7
17-5-2023;7;302.9
17-5-2023;8;377.1
17-5-2023;9;227.4
17-5-2023;10;181.2
17-5-2023;11;189.6
17-5-2023;12;242.8
17-5-2023;13;227.6
17-5-2023;14;258.3
17-5-2023;15;300
17-5-2023;16;334.1
17-5-2023;17;345.8
17-5-2023;18;224.6
17-5-2023;19;137.9
17-5-2023;20;105.1
17-5-2023;21;91.5
17-5-2023;22;85.3
17-5-2023;23;68.6
18-5-2023;0;26.1
18-5-2023;1;2.8
18-5-2023;2;1.2
18-5-2023;3;1.3
18-5-2023;4;2
18-5-2023;5;5.2
18-5-2023;6;13
18-5-2023;7;28.5
18-5-2023;8;55.6
18-5-2023;9;87.4
18-5-2023;10;107.6
18-5-2023;11;131.8
18-5-2023;12;145.7
18-5-2023;13;159
18-5-2023;14;158.5
18-5-2023;15;156.4
18-5-2023;16;155.3
18-5-2023;17;152.5
18-5-2023;18;133.3
18-5-2023;19;107.4
18-5-2023;20;93.2
18-5-2023;21;83
18-5-2023;22;80.7
18-5-2023;23;69.3
19-5-2023;0;23.6
19-5-2023;1;2.6
19-5-2023;2;1.1
19-5-2023;3;1.3
19-5-2023;4;2.5
19-5-2023;5;13.6
19-5-2023;6;49.6
19-5-2023;7;97.8
19-5-2023;8;134.1
19-5-2023;9;130.3
19-5-2023;10;134.9
19-5-2023;11;152.3
19-5-2023;12;174.7
19-5-2023;13;185.2
19-5-2023;14;191.9
19-5-2023;15;208
19-5-2023;16;221.1
19-5-2023;17;231.5
19-5-2023;18;191.8
19-5-2023;19;139.8
19-5-2023;20;110.4
19-5-2023;21;97.3
19-5-2023;22;99.7
19-5-2023;23;88
20-5-2023;0;37.4
20-5-2023;1;7.3
20-5-2023;2;2.8
20-5-2023;3;2.3
20-5-2023;4;2.8
20-5-2023;5;5.1
20-5-2023;6;15.1
20-5-2023;7;34.5
20-5-2023;8;65.3
20-5-2023;9;96.2
20-5-2023;10;121.1
20-5-2023;11;146
20-5-2023;12;165.5
20-5-2023;13;179.1
20-5-2023;14;176.5
20-5-2023;15;170.1
20-5-2023;16;170.9
20-5-2023;17;166.2
20-5-2023;18;143.4
20-5-2023;19;117.1
20-5-2023;20;97.6
20-5-2023;21;86.2
20-5-2023;22;90.6
20-5-2023;23;85.1
21-5-2023;0;41.3
21-5-2023;1;8.6
21-5-2023;2;3.4
21-5-2023;3;2.9
21-5-2023;4;3.1
21-5-2023;5;4.4
21-5-2023;6;5.5
21-5-2023;7;17.4
21-5-2023;8;36.9
21-5-2023;9;62.9
21-5-2023;10;83.2
21-5-2023;11;109
21-5-2023;12;131.7
21-5-2023;13;144.3
21-5-2023;14;133.9
21-5-2023;15;128.4
21-5-2023;16;140
21-5-2023;17;136.5
21-5-2023;18;117.5
21-5-2023;19;102.2
21-5-2023;20;92
21-5-2023;21;76.7
21-5-2023;22;61.8
21-5-2023;23;37.6
22-5-2023;0;10.7
22-5-2023;1;1.1
22-5-2023;2;0.4
22-5-2023;3;0.7
22-5-2023;4;1.9
22-5-2023;5;18.4
22-5-2023;6;99.8
22-5-2023;7;308.5
22-5-2023;8;377.8
22-5-2023;9;216.6
22-5-2023;10;172.2
22-5-2023;11;175.8
22-5-2023;12;216.3
22-5-2023;13;207.2
22-5-2023;14;245.2
22-5-2023;15;291.3
22-5-2023;16;331.9
22-5-2023;17;340.5
22-5-2023;18;190.2
22-5-2023;19;108
22-5-2023;20;81.5
22-5-2023;21;74.8
22-5-2023;22;64.3
22-5-2023;23;36.4
23-5-2023;0;11.6
23-5-2023;1;1.1
23-5-2023;2;0.5
23-5-2023;3;0.6
23-5-2023;4;1.9
23-5-2023;5;18.9
23-5-2023;6;107.2
23-5-2023;7;342.1
23-5-2023;8;427.7
23-5-2023;9;244.7
23-5-2023;10;184.4
23-5-2023;11;188
23-5-2023;12;235.3
23-5-2023;13;220.6
23-5-2023;14;258.8
23-5-2023;15;301.9
23-5-2023;16;353.8
23-5-2023;17;381.1
23-5-2023;18;219.7
23-5-2023;19;116.3
23-5-2023;20;88.4
23-5-2023;21;80.6
23-5-2023;22;71.4
23-5-2023;23;44.5
24-5-2023;0;13.9
24-5-2023;1;1.2
24-5-2023;2;0.6
24-5-2023;3;0.7
24-5-2023;4;1.9
24-5-2023;5;18.1
24-5-2023;6;93
24-5-2023;7;294.2
24-5-2023;8;372.1
24-5-2023;9;223
24-5-2023;10;175.8
24-5-2023;11;184.1
24-5-2023;12;234
24-5-2023;13;221.7
24-5-2023;14;250.1
24-5-2023;15;290.9
24-5-2023;16;325.7
24-5-2023;17;333.3
24-5-2023;18;202.7
24-5-2023;19;118.6
24-5-2023;20;89.6
24-5-2023;21;82.6
24-5-2023;22;78.4
24-5-2023;23;46.4
25-5-2023;0;14.6
25-5-2023;1;1.3
25-5-2023;2;0.5
25-5-2023;3;0.7
25-5-2023;4;1.9
25-5-2023;5;18.3
25-5-2023;6;101.5
25-5-2023;7;325.1
25-5-2023;8;408
25-5-2023;9;241
25-5-2023;10;185.5
25-5-2023;11;190.2
25-5-2023;12;233.7
25-5-2023;13;227.5
25-5-2023;14;261.5
25-5-2023;15;308.5
25-5-2023;16;349.9
25-5-2023;17;367.1
25-5-2023;18;234.3
25-5-2023;19;139.6
25-5-2023;20;109.1
25-5-2023;21;103.1
25-5-2023;22;97.3
25-5-2023;23;71.9
26-5-2023;0;22.6
26-5-2023;1;2.3
26-5-2023;2;1
26-5-2023;3;1.1
26-5-2023;4;2.3
26-5-2023;5;17.1
26-5-2023;6;77.1
26-5-2023;7;238.3
26-5-2023;8;309.3
26-5-2023;9;204
26-5-2023;10;175.2
26-5-2023;11;189.1
26-5-2023;12;234.7
26-5-2023;13;238.5
26-5-2023;14;267.6
26-5-2023;15;297.2
26-5-2023;16;301.7
26-5-2023;17;294.1
26-5-2023;18;223.9
26-5-2023;19;154.3
26-5-2023;20;120.2
26-5-2023;21;106.1
26-5-2023;22;104.4
26-5-2023;23;90.3
27-5-2023;0;42.3
27-5-2023;1;8.3
27-5-2023;2;3.1
27-5-2023;3;2.4
27-5-2023;4;2.9
27-5-2023;5;5.4
27-5-2023;6;16.7
27-5-2023;7;37.3
27-5-2023;8;70.9
27-5-2023;9;107.9
27-5-2023;10;133.8
27-5-2023;11;159.5
27-5-2023;12;178.4
27-5-2023;13;194.2
27-5-2023;14;192.3
27-5-2023;15;191
27-5-2023;16;185.8
27-5-2023;17;182.1
27-5-2023;18;154
27-5-2023;19;121.6
27-5-2023;20;104.9
27-5-2023;21;97.3
27-5-2023;22;107
27-5-2023;23;98.6
28-5-2023;0;46.7
28-5-2023;1;9.7
28-5-2023;2;4
28-5-2023;3;3
28-5-2023;4;3.1
28-5-2023;5;4.5
28-5-2023;6;6.2
28-5-2023;7;16.9
28-5-2023;8;35.6
28-5-2023;9;64.6
28-5-2023;10;87.1
28-5-2023;11;113.1
28-5-2023;12;138.4
28-5-2023;13;151.2
28-5-2023;14;144.2
28-5-2023;15;133.8
28-5-2023;16;134.6
28-5-2023;17;132.8
28-5-2023;18;114.7
28-5-2023;19;100.9
28-5-2023;20;92.1
28-5-2023;21;82.8
28-5-2023;22;73.6
28-5-2023;23;57.3
29-5-2023;0;22.5
29-5-2023;1;2.7
29-5-2023;2;1
29-5-2023;3;0.9
29-5-2023;4;1.8
29-5-2023;5;3.8
29-5-2023;6;6.8
29-5-2023;7;20.7
29-5-2023;8;42.1
29-5-2023;9;65.9
29-5-2023;10;89.3
29-5-2023;11;117.9
29-5-2023;12;135
29-5-2023;13;146.9
29-5-2023;14;150.3
29-5-2023;15;149.3
29-5-2023;16;147.5
29-5-2023;17;142.4
29-5-2023;18;123.2
29-5-2023;19;105.4
29-5-2023;20;92.7
29-5-2023;21;76.1
29-5-2023;22;63
29-5-2023;23;36.2
30-5-2023;0;11.5
30-5-2023;1;1.2
30-5-2023;2;0.5
30-5-2023;3;0.6
30-5-2023;4;1.7
30-5-2023;5;18.7
30-5-2023;6;105
30-5-2023;7;329.2
30-5-2023;8;406.3
30-5-2023;9;236.5
30-5-2023;10;183.9
30-5-2023;11;187
30-5-2023;12;226.2
30-5-2023;13;224.8
30-5-2023;14;257.4
30-5-2023;15;292.3
30-5-2023;16;339.6
30-5-2023;17;368.8
30-5-2023;18;216.4
30-5-2023;19;116
30-5-2023;20;85.9
30-5-2023;21;75.6
30-5-2023;22;68.7
30-5-2023;23;40.9
31-5-2023;0;12.4
31-5-2023;1;1.1
31-5-2023;2;0.5
31-5-2023;3;0.6
31-5-2023;4;1.8
31-5-2023;5;18
31-5-2023;6;94.3
31-5-2023;7;293.3
31-5-2023;8;362.6
31-5-2023;9;220.6
31-5-2023;10;177.4
31-5-2023;11;186.5
31-5-2023;12;230
31-5-2023;13;222
31-5-2023;14;250.8
31-5-2023;15;286.8
31-5-2023;16;317.5
31-5-2023;17;329.3
31-5-2023;18;205.3
31-5-2023;19;123.2
31-5-2023;20;97.1
31-5-2023;21;88.6
31-5-2023;22;79.5
31-5-2023;23;46.9
1-6-2023;0;15.1
1-6-2023;1;1.3
1-6-2023;2;0.5
1-6-2023;3;0.7
1-6-2023;4;1.8
1-6-2023;5;18.5
1-6-2023;6;103.3
1-6-2023;7;328.6
1-6-2023;8;414.7
1-6-2023;9;238.1
1-6-2023;10;181
1-6-2023;11;186.7
1-6-2023;12;225.5
1-6-2023;13;224.4
1-6-2023;14;261.4
1-6-2023;15;305.9
1-6-2023;16;348.2
1-6-2023;17;374.5
1-6-2023;18;233.4
1-6-2023;19;137.9
1-6-2023;20;105.3
1-6-2023;21;96.1
1-6-2023;22;88.4
1-6-2023;23;64.7
2-6-2023;0;21.5
2-6-2023;1;2.3
2-6-2023;2;0.9
2-6-2023;3;1
2-6-2023;4;2.3
2-6-2023;5;16.8
2-6-2023;6;78.3
2-6-2023;7;238.9
2-6-2023;8;309.4
2-6-2023;9;201.1
2-6-2023;10;169.6
2-6-2023;11;185.2
2-6-2023;12;226.4
2-6-2023;13;231.6
2-6-2023;14;260.1
2-6-2023;15;286.9
2-6-2023;16;291.7
2-6-2023;17;289.7
2-6-2023;18;216.2
2-6-2023;19;144.4
2-6-2023;20;115
2-6-2023;21;103.6
2-6-2023;22;103.2
2-6-2023;23;87.6
3-6-2023;0;42.7
3-6-2023;1;8.3
3-6-2023;2;3.1
3-6-2023;3;2.5
3-6-2023;4;2.9
3-6-2023;5;5.1
3-6-2023;6;16.1
3-6-2023;7;38.3
3-6-2023;8;70.9
3-6-2023;9;104.3
3-6-2023;10;128.7
3-6-2023;11;160.3
3-6-2023;12;185.8
3-6-2023;13;199.4
3-6-2023;14;194.1
3-6-2023;15;184.9
3-6-2023;16;177.2
3-6-2023;17;172.9
3-6-2023;18;151.2
3-6-2023;19;126.5
3-6-2023;20;109.9
3-6-2023;21;102.8
3-6-2023;22;102.9
3-6-2023;23;101.9
4-6-2023;0;49.6
4-6-2023;1;10.4
4-6-2023;2;3.9
4-6-2023;3;2.9
4-6-2023;4;3
4-6-2023;5;4.3
4-6-2023;6;5.9
4-6-2023;7;16.9
4-6-2023;8;36.6
4-6-2023;9;63.8
4-6-2023;10;85.9
4-6-2023;11;113.3
4-6-2023;12;134.8
4-6-2023;13;149.7
4-6-2023;14;147.5
4-6-2023;15;140.3
4-6-2023;16;140.2
4-6-2023;17;142.3
4-6-2023;18;126.5
4-6-2023;19;116
4-6-2023;20;105.6
4-6-2023;21;86.3
4-6-2023;22;70.2
4-6-2023;23;57.8
5-6-2023;0;19.9
5-6-2023;1;2.3
5-6-2023;2;0.6
5-6-2023;3;0.7
5-6-2023;4;2.2
5-6-2023;5;18.3
5-6-2023;6;93.3
5-6-2023;7;269
5-6-2023;8;335.5
5-6-2023;9;218.2
5-6-2023;10;173.2
5-6-2023;11;170.9
5-6-2023;12;202.9
5-6-2023;13;200.8
5-6-2023;14;236.1
5-6-2023;15;276.5
5-6-2023;16;304.4
5-6-2023;17;312.3
5-6-2023;18;190.8
5-6-2023;19;109.3
5-6-2023;20;80.7
5-6-2023;21;70.2
5-6-2023;22;67.9
5-6-2023;23;54.9
6-6-2023;0;14
6-6-2023;1;1.2
6-6-2023;2;0.5
6-6-2023;3;0.6
6-6-2023;4;1.8
6-6-2023;5;18.8
6-6-2023;6;105.4
6-6-2023;7;328.6
6-6-2023;8;407.5
6-6-2023;9;232.4
6-6-2023;10;180.2
6-6-2023;11;180.6
6-6-2023;12;223.1
6-6-2023;13;220.2
6-6-2023;14;255.2
6-6-2023;15;294.9
6-6-2023;16;345.4
6-6-2023;17;376.2
6-6-2023;18;226.2
6-6-2023;19;123.9
6-6-2023;20;89.9
6-6-2023;21;80.7
6-6-2023;22;74.1
6-6-2023;23;65.6
7-6-2023;0;17.7
7-6-2023;1;1.5
7-6-2023;2;0.7
7-6-2023;3;0.6
7-6-2023;4;1.9
7-6-2023;5;17.8
7-6-2023;6;92.2
7-6-2023;7;282.7
7-6-2023;8;354.8
7-6-2023;9;218.7
7-6-2023;10;171.3
7-6-2023;11;179.7
7-6-2023;12;224.4
7-6-2023;13;217.5
7-6-2023;14;244.1
7-6-2023;15;278.3
7-6-2023;16;315.2
7-6-2023;17;327.9
7-6-2023;18;207.9
7-6-2023;19;121.2
7-6-2023;20;90.7
7-6-2023;21;83.6
7-6-2023;22;81.3
7-6-2023;23;68.6
8-6-2023;0;18.8
8-6-2023;1;1.5
8-6-2023;2;0.6
8-6-2023;3;0.7
8-6-2023;4;1.8
8-6-2023;5;18.3
8-6-2023;6;99.2
8-6-2023;7;312.1
8-6-2023;8;398.5
8-6-2023;9;232.4
8-6-2023;10;178.7
8-6-2023;11;182.6
8-6-2023;12;222.6
8-6-2023;13;218.4
8-6-2023;14;252.1
8-6-2023;15;294
8-6-2023;16;333.8
8-6-2023;17;356.3
8-6-2023;18;224.9
8-6-2023;19;136.8
8-6-2023;20;108.6
8-6-2023;21;101.9
8-6-2023;22;93.8
8-6-2023;23;60.1
9-6-2023;0;20.7
9-6-2023;1;2.4
9-6-2023;2;1
9-6-2023;3;1.1
9-6-2023;4;2.2
9-6-2023;5;16.8
9-6-2023;6;76.4
9-6-2023;7;228.1
9-6-2023;8;297.2
9-6-2023;9;197.9
9-6-2023;10;171.1
9-6-2023;11;184.1
9-6-2023;12;226.5
9-6-2023;13;230.9
9-6-2023;14;256.8
9-6-2023;15;278.9
9-6-2023;16;283.2
9-6-2023;17;279.9
9-6-2023;18;211.6
9-6-2023;19;144.6
9-6-2023;20;113.4
9-6-2023;21;104.1
9-6-2023;22;105.3
9-6-2023;23;92.3
10-6-2023;0;39.5
10-6-2023;1;6.6
10-6-2023;2;2.4
10-6-2023;3;1.9
10-6-2023;4;2.2
10-6-2023;5;5.2
10-6-2023;6;16
10-6-2023;7;37.9
10-6-2023;8;73
10-6-2023;9;107.2
10-6-2023;10;129.8
10-6-2023;11;155.5
10-6-2023;12;172.4
10-6-2023;13;183
10-6-2023;14;181.3
10-6-2023;15;171.8
10-6-2023;16;167.7
10-6-2023;17;163.8
10-6-2023;18;143.7
10-6-2023;19;122
10-6-2023;20;106.2
10-6-2023;21;93.7
10-6-2023;22;98
10-6-2023;23;103.1
11-6-2023;0;49.3
11-6-2023;1;9.6
11-6-2023;2;3.5
11-6-2023;3;2.7
11-6-2023;4;2.8
11-6-2023;5;4.1
11-6-2023;6;5.5
11-6-2023;7;18.4
11-6-2023;8;39.4
11-6-2023;9;67
11-6-2023;10;89.6
11-6-2023;11;115.3
11-6-2023;12;133.5
11-6-2023;13;140.1
11-6-2023;14;135.3
11-6-2023;15;128.1
11-6-2023;16;129.1
11-6-2023;17;130.4
11-6-2023;18;117
11-6-2023;19;104.2
11-6-2023;20;95.9
11-6-2023;21;85.3
11-6-2023;22;71.3
11-6-2023;23;51.5
12-6-2023;0;18
12-6-2023;1;2
12-6-2023;2;0.6
12-6-2023;3;0.7
12-6-2023;4;2
12-6-2023;5;18.4
12-6-2023;6;95.6
12-6-2023;7;284
12-6-2023;8;347.7
12-6-2023;9;205.3
12-6-2023;10;165.9
12-6-2023;11;170.6
12-6-2023;12;203.7
12-6-2023;13;201
12-6-2023;14;231.5
12-6-2023;15;266.6
12-6-2023;16;301
12-6-2023;17;321
12-6-2023;18;195
12-6-2023;19;113
12-6-2023;20;85.1
12-6-2023;21;75.3
12-6-2023;22;65.4
12-6-2023;23;46.5
13-6-2023;0;14.6
13-6-2023;1;1.3
13-6-2023;2;0.5
13-6-2023;3;0.6
13-6-2023;4;1.8
13-6-2023;5;18.9
13-6-2023;6;103.1
13-6-2023;7;315.1
13-6-2023;8;389.8
13-6-2023;9;227.7
13-6-2023;10;176.2
13-6-2023;11;178.5
13-6-2023;12;215.5
13-6-2023;13;212.6
13-6-2023;14;243.8
13-6-2023;15;277.2
13-6-2023;16;323.9
13-6-2023;17;353.6
13-6-2023;18;212.2
13-6-2023;19;119.7
13-6-2023;20;91.2
13-6-2023;21;85
13-6-2023;22;74.6
13-6-2023;23;51.5
14-6-2023;0;15.8
14-6-2023;1;1.4
14-6-2023;2;0.5
14-6-2023;3;0.7
14-6-2023;4;1.9
14-6-2023;5;17.6
14-6-2023;6;89.8
14-6-2023;7;270.5
14-6-2023;8;338.2
14-6-2023;9;211.1
14-6-2023;10;171.5
14-6-2023;11;178.6
14-6-2023;12;222.5
14-6-2023;13;212.8
14-6-2023;14;232.8
14-6-2023;15;259.1
14-6-2023;16;291.8
14-6-2023;17;312.2
14-6-2023;18;203
14-6-2023;19;125.3
14-6-2023;20;93.2
14-6-2023;21;84.5
14-6-2023;22;81.6
14-6-2023;23;60.8
15-6-2023;0;20.2
15-6-2023;1;2
15-6-2023;2;0.7
15-6-2023;3;0.8
15-6-2023;4;2
15-6-2023;5;19
15-6-2023;6;98.5
15-6-2023;7;300.1
15-6-2023;8;381.6
15-6-2023;9;228.5
15-6-2023;10;179.3
15-6-2023;11;183.4
15-6-2023;12;218.4
15-6-2023;13;216.8
15-6-2023;14;242
15-6-2023;15;279.8
15-6-2023;16;317.7
15-6-2023;17;341.5
15-6-2023;18;220.7
15-6-2023;19;139.2
15-6-2023;20;108.5
15-6-2023;21;103.1
15-6-2023;22;93.6
15-6-2023;23;64.4
16-6-2023;0;22.5
16-6-2023;1;2.5
16-6-2023;2;1
16-6-2023;3;1.1
16-6-2023;4;2.3
16-6-2023;5;16.9
16-6-2023;6;75.8
16-6-2023;7;220.3
16-6-2023;8;284.2
16-6-2023;9;194.7
16-6-2023;10;170.7
16-6-2023;11;181
16-6-2023;12;220
16-6-2023;13;225.2
16-6-2023;14;245.2
16-6-2023;15;266.3
16-6-2023;16;274.6
16-6-2023;17;276.1
16-6-2023;18;210.4
16-6-2023;19;146.5
16-6-2023;20;115.7
16-6-2023;21;104.5
16-6-2023;22;103.2
16-6-2023;23;95.5
17-6-2023;0;46.1
17-6-2023;1;9.1
17-6-2023;2;3.3
17-6-2023;3;2.4
17-6-2023;4;2.8
17-6-2023;5;5.4
17-6-2023;6;16.6
17-6-2023;7;39.7
17-6-2023;8;73.2
17-6-2023;9;103.8
17-6-2023;10;125.5
17-6-2023;11;149.2
17-6-2023;12;167.4
17-6-2023;13;181.3
17-6-2023;14;179.8
17-6-2023;15;174.2
17-6-2023;16;173.5
17-6-2023;17;169.7
17-6-2023;18;146.4
17-6-2023;19;116.8
17-6-2023;20;99.8
17-6-2023;21;90.7
17-6-2023;22;95.3
17-6-2023;23;108.7
18-6-2023;0;49.5
18-6-2023;1;10
18-6-2023;2;4.1
18-6-2023;3;2.9
18-6-2023;4;3.1
18-6-2023;5;4.4
18-6-2023;6;5.8
18-6-2023;7;17.8
18-6-2023;8;36.8
18-6-2023;9;62.1
18-6-2023;10;85.5
18-6-2023;11;110.7
18-6-2023;12;127.4
18-6-2023;13;138.5
18-6-2023;14;137.5
18-6-2023;15;131.7
18-6-2023;16;129.7
18-6-2023;17;130.6
18-6-2023;18;116.6
18-6-2023;19;104.9
18-6-2023;20;90.6
18-6-2023;21;78.7
18-6-2023;22;63.7
18-6-2023;23;54.1
19-6-2023;0;18.7
19-6-2023;1;1.9
19-6-2023;2;0.7
19-6-2023;3;0.7
19-6-2023;4;1.9
19-6-2023;5;18.1
19-6-2023;6;94.5
19-6-2023;7;274.4
19-6-2023;8;336.9
19-6-2023;9;199.9
19-6-2023;10;165.2
19-6-2023;11;174.8
19-6-2023;12;203.1
19-6-2023;13;200.1
19-6-2023;14;224.2
19-6-2023;15;255.5
19-6-2023;16;290.9
19-6-2023;17;313.6
19-6-2023;18;182.3
19-6-2023;19;104.8
19-6-2023;20;81.3
19-6-2023;21;71
19-6-2023;22;60.2
19-6-2023;23;40
20-6-2023;0;12.8
20-6-2023;1;1.2
20-6-2023;2;0.5
20-6-2023;3;0.7
20-6-2023;4;1.8
20-6-2023;5;19.1
20-6-2023;6;102.7
20-6-2023;7;306.9
20-6-2023;8;378
20-6-2023;9;219
20-6-2023;10;175
20-6-2023;11;183.2
20-6-2023;12;219.6
20-6-2023;13;213.9
20-6-2023;14;246.2
20-6-2023;15;290.1
20-6-2023;16;349.6
20-6-2023;17;319.8
20-6-2023;18;187.4
20-6-2023;19;106
20-6-2023;20;79
20-6-2023;21;73.8
20-6-2023;22;65.8
20-6-2023;23;42.4
21-6-2023;0;14.3
21-6-2023;1;1.2
21-6-2023;2;0.6
21-6-2023;3;0.9
21-6-2023;4;2.1
21-6-2023;5;17.8
21-6-2023;6;90.4
21-6-2023;7;263.8
21-6-2023;8;329.2
21-6-2023;9;207.1
21-6-2023;10;171.4
21-6-2023;11;184.1
21-6-2023;12;222.5
21-6-2023;13;213.9
21-6-2023;14;231
21-6-2023;15;253.2
21-6-2023;16;284.8
21-6-2023;17;304.9
21-6-2023;18;196.7
21-6-2023;19;120.6
21-6-2023;20;93.1
21-6-2023;21;87.8
21-6-2023;22;84.2
21-6-2023;23;54.5
22-6-2023;0;18
22-6-2023;1;1.6
22-6-2023;2;0.7
22-6-2023;3;0.8
22-6-2023;4;2
22-6-2023;5;18.7
22-6-2023;6;97.2
22-6-2023;7;293.2
22-6-2023;8;366.3
22-6-2023;9;220.1
22-6-2023;10;178.3
22-6-2023;11;187.6
22-6-2023;12;224.7
22-6-2023;13;221.4
22-6-2023;14;243.2
22-6-2023;15;278.2
22-6-2023;16;317.1
22-6-2023;17;336.7
22-6-2023;18;217.2
22-6-2023;19;130.3
22-6-2023;20;105.4
22-6-2023;21;97.8
22-6-2023;22;88.8
22-6-2023;23;61
23-6-2023;0;21.8
23-6-2023;1;2.9
23-6-2023;2;1.6
23-6-2023;3;1.4
23-6-2023;4;2.4
23-6-2023;5;17
23-6-2023;6;74.6
23-6-2023;7;208.7
23-6-2023;8;269
23-6-2023;9;192.2
23-6-2023;10;173.1
23-6-2023;11;188.2
23-6-2023;12;223.9
23-6-2023;13;226
23-6-2023;14;246.6
23-6-2023;15;269.2
23-6-2023;16;274.9
23-6-2023;17;279.2
23-6-2023;18;218.8
23-6-2023;19;151.6
23-6-2023;20;117.5
23-6-2023;21;105.9
23-6-2023;22;107.9
23-6-2023;23;108.9
24-6-2023;0;48
24-6-2023;1;9.6
24-6-2023;2;4.4
24-6-2023;3;3
24-6-2023;4;3
24-6-2023;5;5.1
24-6-2023;6;16.5
24-6-2023;7;40.5
24-6-2023;8;77.9
24-6-2023;9;109.8
24-6-2023;10;131.3
24-6-2023;11;155.5
24-6-2023;12;172.7
24-6-2023;13;181.9
24-6-2023;14;184.1
24-6-2023;15;184.3
24-6-2023;16;180.4
24-6-2023;17;174.1
24-6-2023;18;152.1
24-6-2023;19;125.8
24-6-2023;20;107.3
24-6-2023;21;96.1
24-6-2023;22;101.5
24-6-2023;23;103.8
25-6-2023;0;49.2
25-6-2023;1;10.6
25-6-2023;2;4.8
25-6-2023;3;3.8
25-6-2023;4;3.3
25-6-2023;5;4.8
25-6-2023;6;6.3
25-6-2023;7;20.7
25-6-2023;8;44.3
25-6-2023;9;73.6
25-6-2023;10;93.1
25-6-2023;11;117.5
25-6-2023;12;133.2
25-6-2023;13;141.4
25-6-2023;14;138.6
25-6-2023;15;132.6
25-6-2023;16;132.3
25-6-2023;17;133.1
25-6-2023;18;123.1
25-6-2023;19;109.8
25-6-2023;20;98.9
25-6-2023;21;86.1
25-6-2023;22;72.3
25-6-2023;23;55.2
26-6-2023;0;16.6
26-6-2023;1;1.5
26-6-2023;2;0.6
26-6-2023;3;0.7
26-6-2023;4;1.9
26-6-2023;5;18.4
26-6-2023;6;92
26-6-2023;7;255.8
26-6-2023;8;310.9
26-6-2023;9;188.7
26-6-2023;10;158.9
26-6-2023;11;172.6
26-6-2023;12;203.8
26-6-2023;13;199.8
26-6-2023;14;220.2
26-6-2023;15;248.3
26-6-2023;16;283.8
26-6-2023;17;310.9
26-6-2023;18;187
26-6-2023;19;108.8
26-6-2023;20;85.4
26-6-2023;21;76.3
26-6-2023;22;64.1
26-6-2023;23;41.2
27-6-2023;0;13.5
27-6-2023;1;1.5
27-6-2023;2;0.6
27-6-2023;3;0.7
27-6-2023;4;2
27-6-2023;5;18.6
27-6-2023;6;99.7
27-6-2023;7;286.5
27-6-2023;8;350
27-6-2023;9;210.1
27-6-2023;10;172.6
27-6-2023;11;182.4
27-6-2023;12;215.5
27-6-2023;13;214.1
27-6-2023;14;234.1
27-6-2023;15;262.1
27-6-2023;16;308.7
27-6-2023;17;343.2
27-6-2023;18;216.5
27-6-2023;19;125.4
27-6-2023;20;96.4
27-6-2023;21;86.9
27-6-2023;22;73.8
27-6-2023;23;50.9
28-6-2023;0;16
28-6-2023;1;1.4
28-6-2023;2;0.6
28-6-2023;3;0.8
28-6-2023;4;2.1
28-6-2023;5;17.8
28-6-2023;6;86.9
28-6-2023;7;233.4
28-6-2023;8;285.7
28-6-2023;9;185.6
28-6-2023;10;159.5
28-6-2023;11;175.5
28-6-2023;12;207.3
28-6-2023;13;200.6
28-6-2023;14;210.8
28-6-2023;15;228.6
28-6-2023;16;268.4
28-6-2023;17;293.2
28-6-2023;18;194.4
28-6-2023;19;115.5
28-6-2023;20;92.6
28-6-2023;21;86.1
28-6-2023;22;78.9
28-6-2023;23;54.5
29-6-2023;0;18.7
29-6-2023;1;2
29-6-2023;2;0.8
29-6-2023;3;0.8
29-6-2023;4;2
29-6-2023;5;18.4
29-6-2023;6;95.1
29-6-2023;7;267.5
29-6-2023;8;333.6
29-6-2023;9;209.1
29-6-2023;10;173
29-6-2023;11;183.9
29-6-2023;12;215.1
29-6-2023;13;213.8
29-6-2023;14;230.9
29-6-2023;15;258.1
29-6-2023;16;300.7
29-6-2023;17;328.9
29-6-2023;18;220.3
29-6-2023;19;137.5
29-6-2023;20;111.2
29-6-2023;21;102.5
29-6-2023;22;90.4
29-6-2023;23;63.4
30-6-2023;0;22.8
30-6-2023;1;2.6
30-6-2023;2;1.2
30-6-2023;3;1.4
30-6-2023;4;2.5
30-6-2023;5;17.1
30-6-2023;6;72.8
30-6-2023;7;187.4
30-6-2023;8;239.9
30-6-2023;9;178.1
30-6-2023;10;167.1
30-6-2023;11;185.8
30-6-2023;12;216.6
30-6-2023;13;220.8
30-6-2023;14;238.3
30-6-2023;15;255.3
30-6-2023;16;263.9
30-6-2023;17;266.8
30-6-2023;18;209.2
30-6-2023;19;145.6
30-6-2023;20;116.7
30-6-2023;21;106.2
30-6-2023;22;104.4
30-6-2023;23;98
1-7-2023;0;47.2
1-7-2023;1;9.3
1-7-2023;2;3.5
1-7-2023;3;2.7
1-7-2023;4;3.3
1-7-2023;5;5.7
1-7-2023;6;16.1
1-7-2023;7;35.4
1-7-2023;8;65.6
1-7-2023;9;93.2
1-7-2023;10;113
1-7-2023;11;138.6
1-7-2023;12;160.2
1-7-2023;13;178.4
1-7-2023;14;185
